ebird_code_v2022,scientific_name
orbthr1,Geokichla peronii
rubthr2,Geokichla erythronota
grothr1,Turdus litsitsirupa
chithr2,Turdus mupinensis
sonthr1,Turdus philomelos
fieldf,Turdus pilaris
eacaka1,Sheppardia gunningi
gabaka1,Sheppardia gabela
comcha,Fringilla coelebs
blucha2,Fringilla teydea
brambl,Fringilla montifringilla
baygro1,Mycerobas icterioides
colgro1,Mycerobas affinis
spwgro1,Mycerobas melanozanthos
whwgro1,Mycerobas carnipes
evegro,Coccothraustes vespertinus
hoogro1,Coccothraustes abeillei
hawfin,Coccothraustes coccothraustes
pingro,Pinicola enucleator
brrbun1,Emberiza affinis
cabbun1,Emberiza cabanisi
blhbun1,Emberiza melanocephala
rehbun1,Emberiza bruniceps
bkfbun1,Emberiza spodocephala
leasal1,Saltator albicollis
sibtan2,Ramphocelus carbo
drasee1,Sporophila simplex
crbgna1,Polioptila lactea
masgna1,Polioptila dumicola
cubgna1,Polioptila lembeyei
trogna2,Polioptila bilineata
buggna,Polioptila caerulea
bktgna,Polioptila melanura
calgna,Polioptila californica
bkcgna,Polioptila nigriceps
whlgna2,Polioptila albiloris
whcnut1,Sitta leucopsis
prznut1,Sitta przewalskii
gianut1,Sitta magna
whbnut,Sitta carolinensis
beanut1,Sitta formosa
blunut1,Sitta azurea
vefnut1,Sitta frontalis
yebnut1,Sitta solangiae
subnut1,Sitta oenochlamys
pygnut,Sitta pygmaea
bnhnut,Sitta pusilla
bnhnut2,Sitta insularis
yunnut1,Sitta yunnanensis
algnut1,Sitta ledanti
krunut1,Sitta krueperi
rebnut,Sitta canadensis
cornut1,Sitta whiteheadi
snbnut1,Sitta villosa
rocnut1,Sitta neumayer
pernut1,Sitta tephronota
whbnut1,Sitta victoriae
whtnut1,Sitta himalayensis
eurnut2,Sitta europaea
chvnut1,Sitta nagaensis
chbnut2,Sitta castanea
chbnut3,Sitta cinnamoventris
chbnut4,Sitta neglecta
wallcr1,Tichodroma muraria
eurtre1,Certhia familiaris
eurtre3,Certhia hodgsoni
brncre,Certhia americana
battre1,Certhia himalayana
ruftre4,Certhia nipalensis
bnttre1,Certhia discolor
bnttre2,Certhia manipurensis
sictre1,Certhia tianquanensis
spocre3,Salpornis spilonota
spocre2,Salpornis salvadori
grycat,Dumetella carolinensis
blacat1,Melanoptila glabrirostris
normoc,Mimus polyglottos
tromoc,Mimus gilvus
bahmoc,Mimus gundlachii
chimoc1,Mimus thenca
lotmoc1,Mimus longicaudatus
chbmoc1,Mimus saturninus
patmoc1,Mimus patagonicus
whbmoc1,Mimus triurus
brbmoc1,Mimus dorsalis
galmoc1,Mimus parvulus
hoomoc1,Mimus macdonaldi
chamoc2,Mimus melanotis
socmoc1,Mimus graysoni
sagthr,Oreoscoptes montanus
brnthr,Toxostoma rufum
lobthr,Toxostoma longirostre
grathr1,Toxostoma cinereum
benthr,Toxostoma bendirei
ocethr1,Toxostoma ocellatum
cubthr,Toxostoma curvirostre
calthr,Toxostoma redivivum
crithr,Toxostoma crissale
lecthr,Toxostoma lecontei
blumoc,Melanotis caerulescens
bawmoc1,Melanotis hypoleucus
scbthr,Allenia fusca
peethr1,Margarops fuscatus
brotre1,Cinclocerthia ruficauda
metsta1,Aplonis metallica
sinsta1,Aplonis cantoroides
tansta1,Aplonis crassa
atosta1,Aplonis feadensis
rensta1,Aplonis insularis
lotsta1,Aplonis magna
whesta2,Aplonis brunneicapillus
brwsta1,Aplonis grandis
sacsta1,Aplonis dichroa
ruwsta1,Aplonis zelandica
strsta1,Aplonis striata
asgsta1,Aplonis panayensis
molsta1,Aplonis mysolensis
shtsta1,Aplonis minor
micsta1,Aplonis opaca
polsta1,Aplonis tabuensis
samsta1,Aplonis atrifusca
rarsta1,Aplonis cinerascens
yefmyn1,Mino dumontii
lotmyn1,Mino kreffti
golmyn1,Mino anais
sulmyn1,Basilornis celebensis
apomyn2,Goodfellowia miranda
coleto1,Sarcops calvus
whnmyn1,Streptocitta albicollis
baemyn1,Streptocitta albertinae
fibmyn1,Enodes erythrophris
spwsta1,Saroglossa spilopterus
gocmyn1,Ampeliceps coronatus
ceymyn1,Gracula ptilogenys
sohmyn1,Gracula indica
whvmyn1,Acridotheres grandis
cremyn,Acridotheres cristatellus
junmyn1,Acridotheres fuscus
colmyn1,Acridotheres albocinctus
banmyn1,Acridotheres ginginianus
commyn,Acridotheres tristis
vibsta1,Acridotheres burmannicus
rebsta1,Spodiopsar sericeus
whcsta1,Spodiopsar cineraceus
bkcsta1,Gracupica nigricollis
blwwar1,Acrocephalus concinens
manrew1,Acrocephalus tangorum
labrew1,Acrocephalus orinus
padwar1,Acrocephalus agricola
blrwar1,Acrocephalus dumetorum
eurwar1,Acrocephalus scirpaceus
afrwar1,Acrocephalus scirpaceus [baeticatus Group]
marwar3,Acrocephalus palustris
thbwar1,Arundinax aedon
afywar1,Iduna natalensis
moywar1,Iduna similis
boowar1,Iduna caligata
sykwar2,Iduna rama
eaowar1,Iduna pallida
weowar1,Iduna opaca
paywar1,Calamonastides gracilirostris
upcwar1,Hippolais languida
oltwar1,Hippolais olivetorum
melwar1,Hippolais polyglotta
ictwar1,Hippolais icterina
simgrw1,Robsonius thompsoni
gybbab2,Robsonius sorsogonensis
grgwar1,Helopsaltes fasciolatus
sakwar1,Helopsaltes amnicola
margra1,Helopsaltes pryeri
pagwar1,Helopsaltes certhiola
migwar,Helopsaltes ochotensis
plewar1,Helopsaltes pleskei
lanwar,Locustella lanceolata
baswar1,Locustella alfredi
eurwar2,Locustella fluviatilis
brbwar2,Locustella luteoventris
cogwar1,Locustella naevia
chbwar1,Locustella tacsanowskia
frbwar1,Locustella accentor
ltbwar1,Locustella caudata
cbbwar2,Locustella castanea
cbbwar4,Locustella musculus
talgrw1,Locustella portenta
cbbwar3,Locustella disturbans
spobuw1,Locustella davidi
spobuw2,Locustella kashmirensis
spobuw3,Locustella thoracica
taibuw1,Locustella alishanensis
rubwar1,Locustella mandelli
dabwar1,Locustella idonea
jabwar1,Locustella montis
sicbuw1,Locustella chengi
benbuw1,Locustella seebohmi
flrgra1,Poodytes albolimbatus
spibir1,Poodytes carteri
fernbi1,Poodytes punctatus
litgra1,Poodytes gramineus
malia1,Malia grata
broson1,Cincloramphus cruralis
bubbus1,Cincloramphus bivittatus
rufson1,Cincloramphus mathewsi
tawgra2,Cincloramphus macrurus
tawgra3,Cincloramphus timoriensis
guathi2,Cincloramphus whitneyi
necgra1,Cincloramphus mariei
lolwar1,Cincloramphus rufus
strgra1,Cincloramphus palustris
ceybuw1,Elaphrornis palliseri
brtgra2,Schoenicola platyurus
brigra2,Schoenicola striatus
fatgra1,Catriscus brevirostris
knswar1,Bradypterus sylvaticus
banscw1,Bradypterus bangwaensis
afswar1,Bradypterus barratti
camscw1,Bradypterus lopezi
olbsun4,Cinnyris jugularis
apbsun2,Cinnyris buettikoferi
flbsun2,Cinnyris solaris
sousun2,Cinnyris sovimanga
madsun1,Cinnyris notatus
seysun2,Cinnyris dussumieri
humsun2,Cinnyris humbloti
anjsun2,Cinnyris comorensis
maysun2,Cinnyris coquerellii
lobsun2,Cinnyris lotenius
gyhsun2,Aethopyga primigenia
moasun1,Aethopyga boltoni
linsun1,Aethopyga linaraborae
mansun1,Aethopyga guimarasensis
mewsun2,Aethopyga pulcherrima
mousun1,Aethopyga jefferyi
bohsun1,Aethopyga decorosa
elesun1,Aethopyga duyvenbodei
lovsun1,Aethopyga shelleyi
hansun1,Aethopyga bella
gousun1,Aethopyga gouldiae
grtsun1,Aethopyga nipalensis
fotsun1,Aethopyga christinae
bltsun1,Aethopyga saturata
eacsun1,Aethopyga siparaja
magsun1,Aethopyga magnifica
wecsun1,Aethopyga vigorsii
scasun1,Aethopyga mystacalis
temsun1,Aethopyga temminckii
fitsun1,Aethopyga ignicauda
punsun1,Kurochkinegramma hypogrammicum
litspi1,Arachnothera longirostra
ortspi1,Arachnothera flammifera
palspi2,Arachnothera dilutior
thbspi1,Arachnothera crassirostris
lobspi1,Arachnothera robusta
spespi2,Arachnothera flavigaster
yeespi1,Arachnothera chrysogenys
nafspi1,Arachnothera clarae
gybspi2,Arachnothera modesta
stbspi2,Arachnothera affinis
borspi1,Arachnothera everetti
strspi1,Arachnothera magna
whispi1,Arachnothera juliae
cinwhe1,Hypocryptadius cinnamomeus
palroc1,Carpospiza brachydactyla
rocpet1,Petronia petronia
whrsno1,Montifringilla taczanowskii
tibsno2,Montifringilla henrici
whwsno1,Montifringilla nivalis
blwsno1,Montifringilla adamsi
runsno1,Montifringilla ruficollis
pedsno1,Montifringilla davidiana
blasno1,Montifringilla blanfordi
yespet1,Gymnoris pyrgita
yetpet1,Gymnoris superciliaris
buspet1,Gymnoris dentata
chspet1,Gymnoris xanthocollis
capspa1,Passer melanurus
chespa1,Passer eminibey
shrspa1,Passer shelleyi
kerspa2,Passer rufocinctus
grrspa1,Passer motitensis
gyhspa1,Passer griseus
swaspa2,Passer swainsonii
swaspa1,Passer suahelicus
pabspa1,Passer gongonensis
sghspa2,Passer diffusus
sinspa1,Passer pyrrhonotus
russpa2,Passer cinnamomeus
eutspa,Passer montanus
saxspa1,Passer ammodendri
plbspa1,Passer flaveolus
socspa1,Passer insularis
spaspa1,Passer hispaniolensis
itaspa1,Passer italiae
houspa,Passer domesticus
somspa1,Passer castanopterus
cavspa1,Passer iagoensis
desspa3,Passer simplex
argspa2,Passer euchlorus
sugspa1,Passer luteus
desspa1,Passer moabiticus
wbbwea1,Bubalornis albirostris
rbbwea1,Bubalornis niger
whbwea1,Dinemellia dinemelli
wbswea1,Plocepasser mahali
ccswea1,Plocepasser superciliosus
dsswea1,Plocepasser donaldsoni
cbswea1,Plocepasser rufoscapulatus
rutwea1,Histurgops ruficauda
gyhsow1,Pseudonigrita arnaudi
bcswea1,Pseudonigrita cabanisi
socwea1,Philetairus socius
scawea1,Sporopipes squamifrons
spfwea1,Sporopipes frontalis
growea1,Amblyospiza albifrons
bagwea1,Ploceus baglafecht
banwea1,Ploceus bannermani
berwea2,Ploceus bertrandi
slbwea1,Ploceus pelzelni
litwea1,Ploceus luteolus
spewea1,Ploceus ocularis
bknwea2,Ploceus nigricollis
strwea1,Ploceus alienus
blbwea1,Ploceus melanogaster
capwea1,Ploceus capensis
bocwea1,Ploceus temporalis
afgwea1,Ploceus subaureus
hogwea1,Ploceus xanthops
orawea1,Ploceus aurantius
hemwea1,Ploceus heuglini
gopwea1,Ploceus bojeri
tagwea1,Ploceus castaneiceps
sbtwea1,Ploceus xanthopterus
kilwea1,Ploceus burnieri
ruewea1,Ploceus galbula
lesmaw1,Ploceus intermedius
afmwea,Ploceus velatus
kamwea1,Ploceus katangae
vimwea1,Ploceus vitellinus
spewea2,Ploceus spekei
vilwea1,Ploceus cucullatus
viewea3,Ploceus nigerrimus
blhwea1,Ploceus melanocephalus
gobwea1,Ploceus jacksoni
cinwea1,Ploceus badius
chewea1,Ploceus rubiginosus
yemwea1,Ploceus tricolor
nelwea1,Ploceus nelicourvi
sakwea1,Ploceus sakalava
asgwea2,Ploceus hypoxanthus
comwea1,Pachyphantes superciliosus
strwea2,Ploceus manyar
baywea1,Ploceus philippinus
forwea1,Ploceus bicolor
usawea1,Ploceus nicolli
brcwea1,Ploceus insignis
bawwea1,Ploceus angolensis
recmal2,Malimbus coronatus
bltmal1,Malimbus cassini
balmal2,Malimbus ballmanni
revmal1,Malimbus scutatus
gramal1,Malimbus nitens
rehmal1,Malimbus rubricollis
cremal1,Malimbus malimbicus
rehwea1,Anaplectes rubriceps
carque1,Quelea cardinalis
rehque1,Quelea erythrops
rebque1,Quelea quelea
redfod1,Foudia madagascariensis
rehfod1,Foudia eminentissima
forfod1,Foudia omissa
maufod1,Foudia rubra
seyfod1,Foudia sechellarum
rodfod1,Foudia flavicans
yecbis,Euplectes afer
blabis1,Euplectes gierowii
zanbis1,Euplectes nigroventris
blwbis1,Euplectes hordeaceus
redbis,Euplectes orix
orabis1,Euplectes franciscanus
yelbis1,Euplectes capensis
fatwid1,Euplectes axillaris
yeswid2,Euplectes macroura
marwid1,Euplectes hartlaubi
whwwid1,Euplectes albonotatus
recwid3,Euplectes ardens
lotwid1,Euplectes progne
picmun1,Heteromunia pectoralis
moufir1,Oreostruthus fuliginosus
diafir1,Stagonopleura guttata
reefir1,Stagonopleura oculata
beafir1,Stagonopleura bella
crifin1,Neochmia phaeton
rebfir1,Neochmia temporalis
paifir1,Emblema pictum
stafin1,Bathilda ruficauda
plhfin1,Aidemosyne modesta
dobfin1,Stizoptera bichenovii
lotfin1,Poephila acuticauda
bltfin1,Poephila cincta
gyhsil1,Spermestes griseicapilla
broman1,Spermestes cucullata
magman1,Spermestes fringilloides
bawman1,Spermestes bicolor
bawman3,Spermestes bicolor nigriceps/woltersi
madmun1,Lepidopygia nana
afrsil1,Euodice cantans
indsil,Euodice malabarica
sthmun2,Mayrimunia tristissima
nutman,Lonchura punctulata
bltmun1,Lonchura kelaarti
blfmun1,Lonchura molucca
whrmun,Lonchura striata
dusmun1,Lonchura fuscans
javmun1,Lonchura leucogastroides
trimun,Lonchura malacca
chemun,Lonchura atricapilla
whhmun1,Lonchura maja
blbmun1,Lonchura teerinki
snmmun1,Lonchura montana
gybmun1,Lonchura vana
gycmun1,Lonchura nevermanni
gyhmun1,Lonchura caniceps
hoomun1,Lonchura spectabilis
neimun1,Lonchura forbesi
motmun1,Lonchura hunsteini
yermun1,Lonchura flaviprymna
chbmun1,Lonchura castaneothorax
blamun1,Lonchura stygia
bismun1,Lonchura melaena
goufin3,Chloebia gouldiae
tabpar1,Erythrura hyperythra
retpar3,Erythrura psittacea
fijpar1,Erythrura pealii
reepar2,Erythrura coloria
blfpar3,Erythrura trichroa
fepoli1,Nesocharis shelleyi
yebwax2,Coccopygia quartinia
swewax1,Coccopygia bocagei
swewax3,Coccopygia melanotis
grbtwi1,Mandingoa nitidula
ducwin1,Cryptospiza jacksoni
abcwin1,Cryptospiza salvadorii
rfcwin1,Cryptospiza reichenovii
refant1,Parmoptila rubrifrons
whbneg2,Nigrita fusconotus
chbneg1,Nigrita bicolor
gyhneg1,Nigrita canicapillus
rerwax1,Brunhilda charmosyna
blcwax1,Brunhilda erythronotos
lavwax,Glaucestrilda caerulescens
bltwax1,Glaucestrilda perreini
cinwax1,Glaucestrilda thomensis
blcwax2,Estrilda nonnula
kanwax1,Estrilda kandti
orcwax,Estrilda melpoda
anawax1,Estrilda poliopareia
fabwax1,Estrilda paludicola
comwax,Estrilda astrild
bkrwax,Estrilda troglodytes
crrwax1,Estrilda rhodopyga
arawax1,Estrilda rufibarba
quailf1,Ortygospiza atricollis
locust3,Paludipasser locustella
cutthr1,Amadina fasciata
rehfin1,Amadina erythrocephala
zebwax2,Amandava subflava
redava,Amandava amandava
purgre2,Granatina ianthinogaster
viewax1,Granatina granatina
bubcor1,Uraeginthus angolensis
reccor,Uraeginthus bengalus
blccor1,Uraeginthus cyanocephalus
grablu1,Spermophaga poliogenys
wesblu1,Spermophaga haematina
rehblu1,Spermophaga ruficapilla
lessee1,Pyrenestes minor
blbsee1,Pyrenestes ostrinus
grwpyt1,Pytilia melba
orwpyt1,Pytilia afra
rewpyt1,Pytilia phoenicoptera
dybtwi1,Euschistospiza dybowskii
dustwi1,Euschistospiza cinereovinacea
pettwi1,Hypargos niveoguttatus
rebfir2,Lagonosticta senegala
afffin,Lagonosticta rubricata
jamfir1,Lagonosticta rhodopareia
malfir1,Lagonosticta virata
rocfir1,Lagonosticta sanguinodorsalis
blbfir1,Lagonosticta rara
babfir1,Lagonosticta rufopicta
brnfir1,Lagonosticta nitidula
bkffir1,Lagonosticta larvata
vilind,Vidua chalybeata
purind1,Vidua purpurascens
bakind1,Vidua larvaticola
varind1,Vidua funerea
greind1,Vidua codringtoni
pawind1,Vidua wilsoni
jopind1,Vidua maryae
camind1,Vidua camerunensis
pitwhy,Vidua macroura
stbwhy1,Vidua hypocherina
sttwhy1,Vidua fischeri
rottan2,Rhodinocichla rosea
crebun1,Emberiza lathami
slabun1,Emberiza siemsseni
corbun1,Emberiza calandra
yellow2,Emberiza citrinella
pinbun,Emberiza leucocephalos
rocbun1,Emberiza cia
godbun1,Emberiza godlewskii
meabun1,Emberiza cioides
chbbun1,Emberiza stewarti
gyhbun1,Emberiza buchanani
cinbun1,Emberiza cineracea
ortbun1,Emberiza hortulana
crebun2,Emberiza caesia
cirbun1,Emberiza cirlus
houbun2,Emberiza striolata
houbun3,Emberiza sahari
lalbun1,Emberiza impetuani
cibbun1,Emberiza tahapisi
gosbun1,Emberiza goslingi
capbun1,Emberiza capensis
tribun1,Emberiza tristrami
chebun2,Emberiza fucata
litbun,Emberiza pusilla
yebbun1,Emberiza chrysophrys
rusbun,Emberiza rustica
yetbun1,Emberiza elegans
sombun1,Emberiza poliopleura
gobbun1,Emberiza flaviventris
tibbun1,Emberiza koslowi
yelbun1,Emberiza sulphurata
grybun,Emberiza variabilis
palbun,Emberiza pallasi
ocrbun1,Emberiza yessoensis
reebun,Emberiza schoeniclus
garwar1,Sylvia borin
abycat1,Sylvia galinieri
busbla1,Sylvia nigricapillus
afhbab1,Sylvia abyssinica
afhbab3,Sylvia atriceps
barwar1,Curruca nisoria
laywar2,Curruca layardi
banwar2,Curruca boehmi
ruvwar2,Curruca subcoerulea
smawhi1,Curruca curruca minula
leswhi4,Curruca curruca
humwhi1,Curruca curruca althaea
brnwar1,Curruca lugens
yemwar1,Curruca buryi
reswar1,Curruca leucomelaena
weowar2,Curruca hortensis
eaowar2,Curruca crassirostris
afdwar1,Curruca deserti
asdwar1,Curruca nana
triwar1,Curruca deserticola
menwar1,Curruca mystacea
ruewar1,Curruca ruppeli
cypwar1,Curruca melanothorax
sarwar1,Curruca melanocephala
subwar6,Curruca iberiae
subwar8,Curruca subalpina
easwar1,Curruca cantillans
spewar2,Curruca conspicillata
marwar1,Curruca sarda
darwar1,Curruca undata
lottit1,Aegithalos caudatus
lottit5,Aegithalos glaucogularis
blttit2,Aegithalos concinnus
whttit1,Aegithalos niveogularis
bkbtit3,Aegithalos iouschistos
bkbtit4,Aegithalos iouschistos bonvaloti/obscuratus
bkbtit6,Aegithalos iouschistos sharpei
sootit1,Aegithalos fuliginosus
pygtit1,Aegithalos exilis
wbtwar1,Leptopoecile sophiae
bushti,Psaltriparus minimus
woowar,Phylloscopus sibilatrix
eabwar1,Phylloscopus orientalis
bubwar1,Phylloscopus pulcher
astwar2,Phylloscopus maculipennis
yebwar3,Phylloscopus inornatus
brlwar1,Phylloscopus subviridis
chilew1,Phylloscopus yunnanensis
parwar1,Phylloscopus chloronotus
siclew1,Phylloscopus forresti
ganlew1,Phylloscopus kansuensis
palwar5,Phylloscopus proregulus
tylwar1,Phylloscopus tytleri
yeswar1,Phylloscopus armandii
radwar1,Phylloscopus schwarzi
subwar2,Phylloscopus griseolus
y00989,Phylloscopus affinis
smowar1,Phylloscopus fuligiventer
duswar,Phylloscopus fuscatus
pllwar2,Phylloscopus neglectus
butwar1,Phylloscopus subaffinis
wlwwar,Phylloscopus trochilus
mouchi2,Phylloscopus sindianus
caichi1,Phylloscopus canariensis
gyhcaf1,Culicicapa ceylonensis
citcaf1,Culicicapa helianthea
afbfly1,Elminia longicauda
wtbfly1,Elminia albicauda
wbcfly1,Elminia albiventris
wtcfly1,Elminia albonotata
fictit1,Cephalopyrus flammiceps
yebtit3,Sylviparus modestus
sultit1,Melanochlora sultanea
bkbtit2,Periparus rufonuchalis
ruvtit2,Periparus rubidiventris
coatit2,Periparus ater
yebtit4,Periparus venustulus
eletit2,Periparus elegans
paltit2,Periparus amabilis
cretit2,Lophophanes cristatus
gyctit1,Lophophanes dichrous
britit,Baeolophus wollweberi
oaktit,Baeolophus inornatus
juntit1,Baeolophus ridgwayi
tuftit,Baeolophus bicolor
blctit4,Baeolophus atricristatus
vartit1,Sittiparus varius
vartit4,Sittiparus owstoni
vartit2,Sittiparus olivaceus
vartit3,Sittiparus castaneoventris
whbtit4,Poecile superciliosus
somtit3,Poecile lugubris
gyhchi,Poecile cinctus
chbchi,Poecile rufescens
borchi2,Poecile hudsonicus
mexchi,Poecile sclateri
carchi,Poecile carolinensis
bkcchi,Poecile atricapillus
mouchi,Poecile gambeli
pedtit1,Poecile davidi
bkbtit1,Poecile hypermelaenus
martit2,Poecile palustris
sictit1,Poecile weigoldicus
castit2,Poecile hyrcanus
afbtit2,Cyanistes teneriffae
redwin,Turdus iliacus
eurbla,Turdus merula
yemthr1,Turdus menachensis
islthr24,Turdus niveiceps
gywbla1,Turdus boulboul
eurbla2,Turdus simillimus
ticthr1,Turdus unicolor
blbthr2,Turdus dissimilis
japthr1,Turdus cardis
gybthr1,Turdus hortulorum
eyethr,Turdus obscurus
palthr1,Turdus pallidus
gysthr1,Turdus feae
brhthr1,Turdus chrysolaus
izuthr1,Turdus celaenops
islthr1,Turdus poliocephalus
tibbla1,Turdus maximus
whbthr2,Turdus kessleri
rinouz1,Turdus torquatus
datthr1,Turdus atrogularis
retthr1,Turdus ruficollis
dusthr2,Turdus eunomus
dusthr1,Turdus naumanni
chethr1,Turdus rubrocanus
whcbla1,Turdus albocinctus
amerob,Turdus migratorius
blarob1,Turdus infuscatus
rucrob1,Turdus rufitorques
soorob1,Turdus nigrescens
relthr1,Turdus plumbeus
whcthr1,Turdus aurantius
forthr1,Turdus lherminieri
mourob1,Turdus plebejus
paethr1,Turdus leucops
lasthr1,Turdus swalesi
chbthr2,Turdus fulviventris
plbthr2,Turdus reevei
chithr1,Turdus chiguanco
slathr2,Turdus nigriceps
glbthr1,Turdus serranus
blhthr1,Turdus olivater
grethr1,Turdus fuscater
trepip,Anthus trivialis
olbpip,Anthus hodgsoni
pecpip,Anthus gustavi
rospip1,Anthus roseatus
retpip,Anthus cervinus
amepip,Anthus rubescens
watpip1,Anthus spinoletta
rocpip1,Anthus petrosus
nilpip1,Anthus nilghiriensis
uplpip1,Anthus sylvanus
berpip1,Anthus berthelotii
strpip1,Anthus lineiventris
yetpip1,Anthus crenatus
shtpip1,Anthus brachyurus
buspip1,Anthus caffer
sokpip1,Anthus sokokensis
malpip1,Anthus melindae
yebpip2,Hemimacronyx chloris
alppip1,Anthus gutturalis
sprpip,Anthus spragueii
yelpip2,Anthus lutescens
yelpip3,Anthus peruvianus
shbpip1,Anthus furcatus
shbpip3,Anthus brevirostris
chapip1,Anthus chacoensis
corpip1,Anthus correndera
ocbpip1,Anthus nattereri
helpip1,Anthus hellmayri
parpip1,Anthus bogotensis
przros1,Urocynchramus pylzowi
brobul1,Pyrrhula nipalensis
rehbul1,Pyrrhula erythrocephala
gyhbul2,Pyrrhula erythaca
gyhbul5,Pyrrhula owstoni
whcbul1,Pyrrhula leucogenis
eurbul,Pyrrhula pyrrhula
eurbul1,Pyrrhula murina
crwfin2,Rhodopechys sanguineus
crwfin1,Rhodopechys sanguineus alienus
trufin2,Bucanetes githagineus
monfin2,Bucanetes mongolicus
spefin1,Callacanthis burtoni
gonfin1,Pyrrhoplectes epauletta
dabros1,Procarduelis nipalensis
plmfin1,Leucosticte nemoricola
bhmfin1,Leucosticte brandti
asrfin1,Leucosticte arctoa
gcrfin,Leucosticte tephrocotis
bkrfin,Leucosticte atrata
bcrfin,Leucosticte australis
comros,Carpodacus erythrinus
scafin1,Carpodacus sipahi
strros1,Carpodacus rubicilloides
greros1,Carpodacus rubicilla
blyros1,Carpodacus grandis
remros1,Carpodacus rhodochlamys
bearos1,Carpodacus pulcherrimus
chbros1,Carpodacus davidianus
pirros1,Carpodacus waltoni
pibros2,Carpodacus rodochroa
darros1,Carpodacus edwardsii
spwros2,Carpodacus rodopeplus
spwros3,Carpodacus verreauxii
vinros2,Carpodacus vinaceus
vinros3,Carpodacus formosanus
sinros1,Carpodacus synoicus
palros3,Carpodacus stoliczkae
tibros1,Carpodacus roborowskii
lotros1,Carpodacus sibiricus
palros2,Carpodacus roseus
thbros1,Carpodacus trifasciatus
whbros1,Carpodacus thura
cwbros1,Carpodacus dubius
refros1,Carpodacus puniceus
crbfin3,Carpodacus subhimachalus
mauala,Paroreomyza montana
akikik,Oreomystis bairdi
nihfin,Telespiza ultima
palila,Loxioides bailleui
iiwi,Drepanis coccinea
crehon,Palmeria dolei
apapan,Himatione sanguinea
akiapo,Hemignathus wilsoni
maupar,Pseudonestor xanthophrys
aniani,Magumma parva
hawcre,Loxops mana
akekee,Loxops caeruleirostris
akepa1,Loxops coccineus
hawama,Chlorodrepanis virens
oahama,Chlorodrepanis flava
kauama,Chlorodrepanis stejnegeri
purfin,Haemorhous purpureus
casfin,Haemorhous cassinii
houfin,Haemorhous mexicanus
rcgspa1,Melozone kieneri
cantow,Melozone fusca
whttow1,Melozone albicollis
abetow,Melozone aberti
caltow,Melozone crissalis
wegspa1,Melozone leucotis
pregrs1,Melozone biarcuata
pregrs2,Melozone cabanisi
russpa1,Aimophila rufescens
rucspa,Aimophila ruficeps
oaxspa1,Aimophila notosticta
gnttow,Pipilo chlorurus
spotow,Pipilo maculatus
eastow,Pipilo erythrophthalmus
coltow1,Pipilo ocai
rcbfin1,Atlapetes pileatus
wnbfin1,Atlapetes albinucha
yetfin1,Atlapetes tibialis
yegfin1,Atlapetes luteoviridis
mobfin1,Atlapetes albofrenatus
moubru2,Atlapetes albofrenatus meridae
tebfin1,Atlapetes personatus
smbfin1,Atlapetes melanocephalus
obbfin1,Atlapetes semirufus
yehbrf1,Atlapetes flaviceps
dhbfin1,Atlapetes fuscoolivaceus
wrbfin1,Atlapetes leucopis
whbfin1,Atlapetes albiceps
rebfin1,Atlapetes rufigenis
tribrf1,Atlapetes tricolor crassus
trbfin1,Atlapetes tricolor
slbfin2,Atlapetes schistaceus
pnbfin1,Atlapetes pallidinucha
yebbrf1,Atlapetes latinuchus
yebbru1,Atlapetes latinuchus nigrifrons
wwbfin1,Atlapetes leucopterus
phbfin1,Atlapetes pallidiceps
bcbfin1,Atlapetes seebohmi
rbbfin1,Atlapetes nationi
apubrf1,Atlapetes forbesi
cuzbrf1,Atlapetes canigenis
bkfbrf1,Atlapetes melanolaemus
rnbfin1,Atlapetes rufinucha
fhbfin1,Atlapetes fulviceps
ysbfin1,Atlapetes citrinellus
wectan1,Calyptophilus tertius
eactan1,Calyptophilus frugivorus
bcptan1,Phaenicophilus palmarum
grtwar1,Microligea palustris
whwwar1,Xenoligea montana
purtan1,Nesospingus speculiferus
wesspi,Spindalis zena
hisspi,Spindalis dominicensis
purspi,Spindalis portoricensis
wrenth1,Zeledonia coronata
yehwar1,Teretistris fernandinae
oriwar1,Teretistris fornsi
yebcha,Icteria virens
yehbla,Xanthocephalus xanthocephalus
boboli,Dolichonyx oryzivorus
wesmea,Sturnella neglecta
easmea,Sturnella magna
rebbla1,Leistes militaris
whbbla2,Leistes superciliaris
permea1,Leistes bellicosus
lotmea1,Leistes loyca
pammea1,Leistes defilippii
yebcac1,Amblycercus holosericeus
yewcac1,Cassiculus melanicterus
chhoro1,Psarocolius wagleri
ruboro1,Psarocolius angustifrons
dugoro1,Psarocolius atrovirens
creoro1,Psarocolius decumanus
greoro1,Psarocolius viridis
olioro1,Psarocolius bifasciatus
monoro1,Psarocolius montezuma
blaoro1,Psarocolius guatimozinus
bauoro2,Psarocolius cassini
sobcac1,Cacicus solitarius
gowcac1,Cacicus chrysopterus
selcac1,Cacicus koepckeae
ecucac1,Cacicus sclateri
yercac1,Cacicus cela
scrcac1,Cacicus uropygialis
moucac1,Cacicus chrysonotus
batoro1,Cacicus latirostris
casoro2,Cacicus oseryi
rercac1,Cacicus haemorrhous
scoori,Icterus parisorum
yebori1,Icterus chrysater
audori,Icterus graduacauda
jamori1,Icterus leucopteryx
oraori1,Icterus auratus
altori,Icterus gularis
